lga_name,year,median_rent
Surf Coast,2012,360.0
Warrnambool,2012,270.0
Ararat,2012,210.0
Ballarat,2012,260.0
Golden Plains,2012,330.0
Hepburn,2012,278.0
Hindmarsh,2012,140.0
Horsham,2012,230.0
Moorabool,2012,290.0
Northern Grampians,2012,170.0
Pyrenees,2012,200.0
Yarriambiack,2012,150.0
Buloke,2012,160.0
Campaspe,2012,220.0
Central Goldfields,2012,200.0
Gannawarra,2012,170.0
Greater Bendigo,2012,280.0
Loddon,2012,163.0
Macedon Ranges,2012,350.0
Mildura,2012,225.0
Mount Alexander,2012,290.0
Swan Hill,2012,205.0
Alpine,2012,240.0
Benalla,2012,210.0
Greater Shepparton,2012,240.0
Indigo,2012,215.0
Mansfield,2012,250.0
Mitchell,2012,290.0
Moira,2012,228.0
Murrindindi,2012,250.0
Strathbogie,2012,240.0
Towong,2012,190.0
Wangaratta,2012,220.0
Wodonga,2012,260.0
Bass Coast,2012,260.0
Baw Baw,2012,270.0
East Gippsland,2012,240.0
Latrobe,2012,210.0
South Gippsland,2012,240.0
Wellington,2012,230.0
Banyule,2012,350.0
Brimbank,2012,300.0
Darebin,2012,330.0
Hobsons Bay,2012,333.0
Hume,2012,320.0
Maribyrnong,2012,330.0
Melbourne,2012,450.0
Melton,2012,290.0
Merri-bek,2012,350.0
Moonee Valley,2012,350.0
Nillumbik,2012,350.0
Whittlesea,2012,325.0
Wyndham,2012,300.0
Yarra,2012,450.0
Boroondara,2012,400.0
Knox,2012,350.0
Manningham,2012,395.0
Maroondah,2012,330.0
Monash,2012,380.0
Whitehorse,2012,370.0
Yarra Ranges,2012,335.0
Bayside,2012,500.0
Cardinia,2012,310.0
Casey,2012,330.0
Frankston,2012,300.0
Glen Eira,2012,360.0
Greater Dandenong,2012,290.0
Kingston,2012,350.0
Mornington Penin'a,2012,315.0
Port Phillip,2012,410.0
Stonnington,2012,400.0
Victoria,2012,330.0
Metro,2012,350.0
Non-Metro,2012,255.0
Victoria,2012,330.0
Colac-Otway,2012,248.0
Corangamite,2012,215.0
Glenelg,2012,220.0
Greater Geelong,2012,300.0
Moyne,2012,250.0
Queenscliffe,2012,310.0
Southern Grampians,2012,210.0
Surf Coast,2012,380.0
Warrnambool,2012,275.0
Ararat,2012,220.0
Ballarat,2012,265.0
Golden Plains,2012,330.0
Hepburn,2012,280.0
Hindmarsh,2012,168.0
Horsham,2012,222.0
Moorabool,2012,299.0
Northern Grampians,2012,180.0
Pyrenees,2012,200.0
West Wimmera,2012,145.0
Yarriambiack,2012,168.0
Buloke,2012,170.0
Campaspe,2012,225.0
Central Goldfields,2012,225.0
Gannawarra,2012,160.0
Greater Bendigo,2012,280.0
Loddon,2012,180.0
Macedon Ranges,2012,320.0
Mildura,2012,230.0
Mount Alexander,2012,283.0
Swan Hill,2012,215.0
Alpine,2012,228.0
Benalla,2012,210.0
Greater Shepparton,2012,240.0
Indigo,2012,238.0
Mansfield,2012,258.0
Mitchell,2012,285.0
Moira,2012,223.0
Murrindindi,2012,245.0
Strathbogie,2012,230.0
Towong,2012,188.0
Wangaratta,2012,240.0
Wodonga,2012,270.0
Bass Coast,2012,250.0
Baw Baw,2012,278.0
East Gippsland,2012,250.0
Latrobe,2012,200.0
South Gippsland,2012,240.0
Wellington,2012,230.0
Banyule,2012,350.0
Brimbank,2012,300.0
Darebin,2012,330.0
Hobsons Bay,2012,330.0
Hume,2012,320.0
Maribyrnong,2012,330.0
Melbourne,2012,450.0
Melton,2012,300.0
Merri-bek,2012,350.0
Moonee Valley,2012,350.0
Nillumbik,2012,350.0
Whittlesea,2012,320.0
Wyndham,2012,300.0
Yarra,2012,450.0
Boroondara,2012,410.0
Knox,2012,350.0
Manningham,2012,410.0
Maroondah,2012,330.0
Monash,2012,375.0
Whitehorse,2012,370.0
Yarra Ranges,2012,330.0
Bayside,2012,480.0
Cardinia,2012,310.0
Casey,2012,320.0
Frankston,2012,305.0
Glen Eira,2012,370.0
Greater Dandenong,2012,300.0
Kingston,2012,360.0
Mornington Penin'a,2012,320.0
Port Phillip,2012,420.0
Stonnington,2012,400.0
Victoria,2012,330.0
Metro,2012,350.0
Non-Metro,2012,260.0
Victoria,2012,330.0
Colac-Otway,2013,240.0
Corangamite,2013,220.0
Glenelg,2013,230.0
Greater Geelong,2013,300.0
Moyne,2013,278.0
Queenscliffe,2013,360.0
Southern Grampians,2013,220.0
Surf Coast,2013,370.0
Warrnambool,2013,290.0
Ararat,2013,225.0
Ballarat,2013,260.0
Golden Plains,2013,288.0
Hepburn,2013,285.0
Hindmarsh,2013,155.0
Horsham,2013,230.0
Moorabool,2013,280.0
Northern Grampians,2013,185.0
Pyrenees,2013,250.0
Yarriambiack,2013,150.0
Buloke,2013,170.0
Campaspe,2013,230.0
Central Goldfields,2013,220.0
Gannawarra,2013,163.0
Greater Bendigo,2013,280.0
Loddon,2013,178.0
Macedon Ranges,2013,341.0
Mildura,2013,232.0
Mount Alexander,2013,300.0
Swan Hill,2013,220.0
Alpine,2013,250.0
Benalla,2013,220.0
Greater Shepparton,2013,250.0
Indigo,2013,250.0
Mansfield,2013,278.0
Mitchell,2013,290.0
Moira,2013,225.0
Murrindindi,2013,240.0
Strathbogie,2013,240.0
Towong,2013,190.0
Wangaratta,2013,240.0
Wodonga,2013,270.0
Bass Coast,2013,250.0
Baw Baw,2013,270.0
East Gippsland,2013,250.0
Latrobe,2013,220.0
South Gippsland,2013,235.0
Wellington,2013,240.0
Banyule,2013,350.0
Brimbank,2013,300.0
Darebin,2013,345.0
Hobsons Bay,2013,340.0
Hume,2013,315.0
Maribyrnong,2013,340.0
Melbourne,2013,465.0
Melton,2013,300.0
Merri-bek,2013,350.0
Moonee Valley,2013,353.0
Nillumbik,2013,350.0
Whittlesea,2013,320.0
Wyndham,2013,300.0
Yarra,2013,460.0
Boroondara,2013,400.0
Knox,2013,350.0
Manningham,2013,410.0
Maroondah,2013,330.0
Monash,2013,380.0
Whitehorse,2013,375.0
Yarra Ranges,2013,330.0
Bayside,2013,483.0
Cardinia,2013,303.0
Casey,2013,330.0
Frankston,2013,300.0
Glen Eira,2013,380.0
Greater Dandenong,2013,300.0
Kingston,2013,350.0
Mornington Penin'a,2013,320.0
Port Phillip,2013,415.0
Stonnington,2013,400.0
Victoria,2013,340.0
Metro,2013,360.0
Non-Metro,2013,260.0
Victoria,2013,340.0
Colac-Otway,2013,250.0
Corangamite,2013,200.0
Glenelg,2013,220.0
Greater Geelong,2013,295.0
Moyne,2013,250.0
Queenscliffe,2013,388.0
Southern Grampians,2013,220.0
Surf Coast,2013,365.0
Warrnambool,2013,275.0
Ararat,2013,250.0
Ballarat,2013,265.0
Golden Plains,2013,280.0
Hepburn,2013,280.0
Hindmarsh,2013,185.0
Horsham,2013,235.0
Moorabool,2013,290.0
Northern Grampians,2013,180.0
Pyrenees,2013,198.0
Yarriambiack,2013,150.0
Buloke,2013,183.0
Campaspe,2013,228.0
Central Goldfields,2013,225.0
Gannawarra,2013,160.0
Greater Bendigo,2013,275.0
Loddon,2013,178.0
Macedon Ranges,2013,330.0
Mildura,2013,230.0
Mount Alexander,2013,295.0
Swan Hill,2013,210.0
Alpine,2013,225.0
Benalla,2013,210.0
Greater Shepparton,2013,240.0
Indigo,2013,240.0
Mansfield,2013,280.0
Mitchell,2013,285.0
Moira,2013,210.0
Murrindindi,2013,250.0
Strathbogie,2013,240.0
Towong,2013,185.0
Wangaratta,2013,240.0
Wodonga,2013,270.0
Bass Coast,2013,250.0
Baw Baw,2013,270.0
East Gippsland,2013,250.0
Latrobe,2013,215.0
South Gippsland,2013,240.0
Wellington,2013,230.0
Banyule,2013,345.0
Brimbank,2013,300.0
Darebin,2013,340.0
Hobsons Bay,2013,340.0
Hume,2013,315.0
Maribyrnong,2013,340.0
Melbourne,2013,450.0
Melton,2013,300.0
Merri-bek,2013,350.0
Moonee Valley,2013,350.0
Nillumbik,2013,345.0
Whittlesea,2013,325.0
Wyndham,2013,300.0
Yarra,2013,460.0
Boroondara,2013,405.0
Knox,2013,350.0
Manningham,2013,400.0
Maroondah,2013,335.0
Monash,2013,380.0
Whitehorse,2013,380.0
Yarra Ranges,2013,333.0
Bayside,2013,495.0
Cardinia,2013,310.0
Casey,2013,330.0
Frankston,2013,300.0
Glen Eira,2013,375.0
Greater Dandenong,2013,300.0
Kingston,2013,350.0
Mornington Penin'a,2013,320.0
Port Phillip,2013,410.0
Stonnington,2013,400.0
Victoria,2013,330.0
Metro,2013,350.0
Non-Metro,2013,260.0
Victoria,2013,330.0
Colac-Otway,2013,240.0
Corangamite,2013,213.0
Glenelg,2013,220.0
Greater Geelong,2013,300.0
Moyne,2013,260.0
Queenscliffe,2013,310.0
Southern Grampians,2013,220.0
Surf Coast,2013,350.0
Warrnambool,2013,280.0
Ararat,2013,230.0
Ballarat,2013,260.0
Golden Plains,2013,300.0
Hepburn,2013,280.0
Hindmarsh,2013,155.0
Horsham,2013,240.0
Moorabool,2013,290.0
Northern Grampians,2013,200.0
Pyrenees,2013,233.0
Yarriambiack,2013,156.0
Buloke,2013,173.0
Campaspe,2013,220.0
Central Goldfields,2013,220.0
Gannawarra,2013,175.0
Greater Bendigo,2013,280.0
Loddon,2013,193.0
Macedon Ranges,2013,350.0
Mildura,2013,240.0
Mount Alexander,2013,300.0
Swan Hill,2013,215.0
Alpine,2013,230.0
Benalla,2013,230.0
Greater Shepparton,2013,240.0
Indigo,2013,250.0
Mansfield,2013,260.0
Mitchell,2013,295.0
Moira,2013,220.0
Murrindindi,2013,235.0
Strathbogie,2013,230.0
Towong,2013,220.0
Wangaratta,2013,240.0
Wodonga,2013,275.0
Bass Coast,2013,250.0
Baw Baw,2013,260.0
East Gippsland,2013,250.0
Latrobe,2013,210.0
South Gippsland,2013,238.0
Wellington,2013,230.0
Banyule,2013,350.0
Brimbank,2013,310.0
Darebin,2013,330.0
Hobsons Bay,2013,330.0
Hume,2013,320.0
Maribyrnong,2013,340.0
Melbourne,2013,450.0
Melton,2013,300.0
Merri-bek,2013,350.0
Moonee Valley,2013,350.0
Nillumbik,2013,350.0
Whittlesea,2013,325.0
Wyndham,2013,300.0
Yarra,2013,460.0
Boroondara,2013,400.0
Knox,2013,350.0
Manningham,2013,405.0
Maroondah,2013,335.0
Monash,2013,385.0
Whitehorse,2013,380.0
Yarra Ranges,2013,340.0
Bayside,2013,475.0
Cardinia,2013,310.0
Casey,2013,330.0
Frankston,2013,305.0
Glen Eira,2013,380.0
Greater Dandenong,2013,300.0
Kingston,2013,350.0
Mornington Penin'a,2013,320.0
Port Phillip,2013,410.0
Stonnington,2013,400.0
Victoria,2013,335.0
Metro,2013,350.0
Non-Metro,2013,260.0
Victoria,2013,335.0
Colac-Otway,2013,250.0
Corangamite,2013,210.0
Glenelg,2013,225.0
Greater Geelong,2013,300.0
Moyne,2013,260.0
Queenscliffe,2013,325.0
Southern Grampians,2013,220.0
Surf Coast,2013,375.0
Warrnambool,2013,280.0
Ararat,2013,220.0
Ballarat,2013,260.0
Golden Plains,2013,318.0
Hepburn,2013,283.0
Hindmarsh,2013,168.0
Horsham,2013,230.0
Moorabool,2013,290.0
Northern Grampians,2013,178.0
Pyrenees,2013,205.0
West Wimmera,2013,138.0
Yarriambiack,2013,145.0
Buloke,2013,185.0
Campaspe,2013,245.0
Central Goldfields,2013,230.0
Gannawarra,2013,173.0
Greater Bendigo,2013,280.0
Loddon,2013,160.0
Macedon Ranges,2013,341.0
Mildura,2013,230.0
Mount Alexander,2013,290.0
Swan Hill,2013,220.0
Alpine,2013,230.0
Benalla,2013,225.0
Greater Shepparton,2013,250.0
Indigo,2013,255.0
Mansfield,2013,280.0
Mitchell,2013,285.0
Moira,2013,230.0
Murrindindi,2013,250.0
Strathbogie,2013,220.0
Towong,2013,195.0
Wangaratta,2013,238.0
Wodonga,2013,280.0
Bass Coast,2013,250.0
Baw Baw,2013,280.0
East Gippsland,2013,250.0
Latrobe,2013,215.0
South Gippsland,2013,245.0
Wellington,2013,240.0
Banyule,2013,350.0
Brimbank,2013,310.0
Darebin,2013,340.0
Hobsons Bay,2013,330.0
Hume,2013,320.0
Maribyrnong,2013,350.0
Melbourne,2013,445.0
Melton,2013,310.0
Merri-bek,2013,350.0
Moonee Valley,2013,360.0
Nillumbik,2013,350.0
Whittlesea,2013,325.0
Wyndham,2013,310.0
Yarra,2013,450.0
Boroondara,2013,420.0
Knox,2013,360.0
Manningham,2013,420.0
Maroondah,2013,340.0
Monash,2013,385.0
Whitehorse,2013,381.0
Yarra Ranges,2013,350.0
Bayside,2013,495.0
Cardinia,2013,320.0
Casey,2013,340.0
Frankston,2013,310.0
Glen Eira,2013,375.0
Greater Dandenong,2013,305.0
Kingston,2013,360.0
Mornington Penin'a,2013,320.0
Port Phillip,2013,420.0
Stonnington,2013,400.0
Victoria,2013,340.0
Metro,2013,360.0
Non-Metro,2013,265.0
Victoria,2013,340.0
Colac-Otway,2014,250.0
Corangamite,2014,225.0
Glenelg,2014,220.0
Greater Geelong,2014,305.0
Moyne,2014,260.0
Queenscliffe,2014,345.0
Southern Grampians,2014,230.0
Surf Coast,2014,390.0
Warrnambool,2014,280.0
Ararat,2014,240.0
Ballarat,2014,270.0
Golden Plains,2014,320.0
Hepburn,2014,300.0
Hindmarsh,2014,155.0
Horsham,2014,250.0
Moorabool,2014,290.0
Northern Grampians,2014,180.0
Pyrenees,2014,220.0
West Wimmera,2014,163.0
Yarriambiack,2014,160.0
Buloke,2014,165.0
Campaspe,2014,235.0
Central Goldfields,2014,220.0
Gannawarra,2014,170.0
Greater Bendigo,2014,280.0
Loddon,2014,180.0
Macedon Ranges,2014,350.0
Mildura,2014,250.0
Mount Alexander,2014,300.0
Swan Hill,2014,223.0
Alpine,2014,250.0
Benalla,2014,230.0
Greater Shepparton,2014,250.0
Indigo,2014,250.0
Mansfield,2014,280.0
Mitchell,2014,298.0
Moira,2014,220.0
Murrindindi,2014,261.0
Strathbogie,2014,238.0
Towong,2014,225.0
Wangaratta,2014,250.0
Wodonga,2014,280.0
Bass Coast,2014,250.0
Baw Baw,2014,280.0
East Gippsland,2014,260.0
Latrobe,2014,220.0
South Gippsland,2014,245.0
Wellington,2014,238.0
Banyule,2014,355.0
Brimbank,2014,310.0
Darebin,2014,350.0
Hobsons Bay,2014,340.0
Hume,2014,325.0
Maribyrnong,2014,350.0
Melbourne,2014,450.0
Melton,2014,310.0
Merri-bek,2014,350.0
Moonee Valley,2014,360.0
Nillumbik,2014,360.0
Whittlesea,2014,320.0
Wyndham,2014,315.0
Yarra,2014,440.0
Boroondara,2014,400.0
Knox,2014,350.0
Manningham,2014,420.0
Maroondah,2014,350.0
Monash,2014,390.0
Whitehorse,2014,380.0
Yarra Ranges,2014,340.0
Bayside,2014,500.0
Cardinia,2014,320.0
Casey,2014,330.0
Frankston,2014,315.0
Glen Eira,2014,380.0
Greater Dandenong,2014,310.0
Kingston,2014,360.0
Mornington Penin'a,2014,335.0
Port Phillip,2014,420.0
Stonnington,2014,400.0
Victoria,2014,350.0
Metro,2014,370.0
Non-Metro,2014,270.0
Victoria,2014,350.0
Colac-Otway,2014,248.0
Corangamite,2014,220.0
Glenelg,2014,220.0
Greater Geelong,2014,300.0
Moyne,2014,260.0
Queenscliffe,2014,375.0
Southern Grampians,2014,220.0
Surf Coast,2014,395.0
Warrnambool,2014,276.0
Ararat,2014,230.0
Ballarat,2014,270.0
Golden Plains,2014,290.0
Hepburn,2014,280.0
Hindmarsh,2014,153.0
Horsham,2014,230.0
Moorabool,2014,290.0
Northern Grampians,2014,200.0
Pyrenees,2014,240.0
West Wimmera,2014,140.0
Yarriambiack,2014,153.0
Buloke,2014,158.0
Campaspe,2014,250.0
Central Goldfields,2014,220.0
Gannawarra,2014,180.0
Greater Bendigo,2014,280.0
Loddon,2014,180.0
Macedon Ranges,2014,330.0
Mildura,2014,250.0
Mount Alexander,2014,300.0
Swan Hill,2014,215.0
Alpine,2014,250.0
Benalla,2014,230.0
Greater Shepparton,2014,260.0
Indigo,2014,250.0
Mansfield,2014,280.0
Mitchell,2014,295.0
Moira,2014,240.0
Murrindindi,2014,250.0
Strathbogie,2014,260.0
Towong,2014,220.0
Wangaratta,2014,260.0
Wodonga,2014,280.0
Bass Coast,2014,260.0
Baw Baw,2014,275.0
East Gippsland,2014,260.0
Latrobe,2014,215.0
South Gippsland,2014,250.0
Wellington,2014,250.0
Banyule,2014,350.0
Brimbank,2014,310.0
Darebin,2014,350.0
Hobsons Bay,2014,350.0
Hume,2014,320.0
Maribyrnong,2014,340.0
Melbourne,2014,450.0
Melton,2014,310.0
Merri-bek,2014,360.0
Moonee Valley,2014,350.0
Nillumbik,2014,370.0
Whittlesea,2014,330.0
Wyndham,2014,315.0
Yarra,2014,450.0
Boroondara,2014,400.0
Knox,2014,360.0
Manningham,2014,425.0
Maroondah,2014,350.0
Monash,2014,390.0
Whitehorse,2014,385.0
Yarra Ranges,2014,340.0
Bayside,2014,493.0
Cardinia,2014,310.0
Casey,2014,340.0
Frankston,2014,310.0
Glen Eira,2014,380.0
Greater Dandenong,2014,315.0
Kingston,2014,370.0
Mornington Penin'a,2014,335.0
Port Phillip,2014,400.0
Stonnington,2014,400.0
Victoria,2014,340.0
Metro,2014,360.0
Non-Metro,2014,270.0
Victoria,2014,340.0
Colac-Otway,2014,250.0
Corangamite,2014,210.0
Glenelg,2014,220.0
Greater Geelong,2014,300.0
Moyne,2014,280.0
Queenscliffe,2014,315.0
Southern Grampians,2014,230.0
Surf Coast,2014,375.0
Warrnambool,2014,280.0
Ararat,2014,230.0
Ballarat,2014,270.0
Golden Plains,2014,325.0
Hepburn,2014,295.0
Hindmarsh,2014,165.0
Horsham,2014,250.0
Moorabool,2014,300.0
Northern Grampians,2014,200.0
Pyrenees,2014,220.0
West Wimmera,2014,153.0
Yarriambiack,2014,165.0
Buloke,2014,180.0
Campaspe,2014,230.0
Central Goldfields,2014,225.0
Gannawarra,2014,180.0
Greater Bendigo,2014,280.0
Loddon,2014,175.0
Macedon Ranges,2014,350.0
Mildura,2014,250.0
Mount Alexander,2014,300.0
Swan Hill,2014,220.0
Alpine,2014,240.0
Benalla,2014,228.0
Greater Shepparton,2014,250.0
Indigo,2014,260.0
Mansfield,2014,293.0
Mitchell,2014,290.0
Moira,2014,230.0
Murrindindi,2014,250.0
Strathbogie,2014,230.0
Towong,2014,190.0
Wangaratta,2014,245.0
Wodonga,2014,285.0
Bass Coast,2014,260.0
Baw Baw,2014,280.0
East Gippsland,2014,260.0
Latrobe,2014,230.0
South Gippsland,2014,240.0
Wellington,2014,250.0
Banyule,2014,360.0
Brimbank,2014,320.0
Darebin,2014,350.0
Hobsons Bay,2014,350.0
Hume,2014,330.0
Maribyrnong,2014,340.0
Melbourne,2014,450.0
Melton,2014,320.0
Merri-bek,2014,350.0
Moonee Valley,2014,364.0
Nillumbik,2014,360.0
Whittlesea,2014,330.0
Wyndham,2014,320.0
Yarra,2014,440.0
Boroondara,2014,400.0
Knox,2014,360.0
Manningham,2014,428.0
Maroondah,2014,350.0
Monash,2014,395.0
Whitehorse,2014,395.0
Yarra Ranges,2014,350.0
Bayside,2014,514.0
Cardinia,2014,320.0
Casey,2014,340.0
Frankston,2014,310.0
Glen Eira,2014,390.0
Greater Dandenong,2014,310.0
Kingston,2014,370.0
Mornington Penin'a,2014,330.0
Port Phillip,2014,415.0
Stonnington,2014,410.0
Victoria,2014,350.0
Metro,2014,365.0
Non-Metro,2014,270.0
Victoria,2014,350.0
Colac-Otway,2014,258.0
Corangamite,2014,230.0
Glenelg,2014,220.0
Greater Geelong,2014,310.0
Moyne,2014,270.0
Queenscliffe,2014,275.0
Southern Grampians,2014,230.0
Surf Coast,2014,400.0
Warrnambool,2014,280.0
Ararat,2014,240.0
Ballarat,2014,270.0
Golden Plains,2014,330.0
Hepburn,2014,300.0
Hindmarsh,2014,180.0
Horsham,2014,250.0
Moorabool,2014,300.0
Northern Grampians,2014,190.0
Pyrenees,2014,250.0
West Wimmera,2014,155.0
Yarriambiack,2014,160.0
Buloke,2014,175.0
Campaspe,2014,250.0
Central Goldfields,2014,228.0
Gannawarra,2014,180.0
Greater Bendigo,2014,280.0
Loddon,2014,200.0
Macedon Ranges,2014,350.0
Mildura,2014,245.0
Mount Alexander,2014,295.0
Swan Hill,2014,230.0
Alpine,2014,260.0
Benalla,2014,220.0
Greater Shepparton,2014,265.0
Indigo,2014,270.0
Mansfield,2014,280.0
Mitchell,2014,290.0
Moira,2014,238.0
Murrindindi,2014,270.0
Strathbogie,2014,250.0
Towong,2014,210.0
Wangaratta,2014,240.0
Wodonga,2014,290.0
Bass Coast,2014,260.0
Baw Baw,2014,290.0
East Gippsland,2014,260.0
Latrobe,2014,220.0
South Gippsland,2014,250.0
Wellington,2014,250.0
Banyule,2014,360.0
Brimbank,2014,320.0
Darebin,2014,350.0
Hobsons Bay,2014,350.0
Hume,2014,330.0
Maribyrnong,2014,344.0
Melbourne,2014,450.0
Melton,2014,320.0
Merri-bek,2014,360.0
Moonee Valley,2014,370.0
Nillumbik,2014,360.0
Whittlesea,2014,330.0
Wyndham,2014,320.0
Yarra,2014,450.0
Boroondara,2014,420.0
Knox,2014,360.0
Manningham,2014,430.0
Maroondah,2014,350.0
Monash,2014,399.0
Whitehorse,2014,395.0
Yarra Ranges,2014,350.0
Bayside,2014,515.0
Cardinia,2014,320.0
Casey,2014,350.0
Frankston,2014,320.0
Glen Eira,2014,385.0
Greater Dandenong,2014,320.0
Kingston,2014,370.0
Mornington Penin'a,2014,335.0
Port Phillip,2014,420.0
Stonnington,2014,420.0
Victoria,2014,350.0
Metro,2014,370.0
Non-Metro,2014,270.0
Victoria,2014,350.0
Colac-Otway,2015,250.0
Corangamite,2015,220.0
Glenelg,2015,230.0
Greater Geelong,2015,310.0
Moyne,2015,270.0
Queenscliffe,2015,300.0
Southern Grampians,2015,220.0
Surf Coast,2015,400.0
Warrnambool,2015,290.0
Ararat,2015,240.0
Ballarat,2015,270.0
Golden Plains,2015,305.0
Hepburn,2015,295.0
Hindmarsh,2015,160.0
Horsham,2015,250.0
Moorabool,2015,298.0
Northern Grampians,2015,190.0
Pyrenees,2015,230.0
West Wimmera,2015,170.0
Yarriambiack,2015,163.0
Buloke,2015,178.0
Campaspe,2015,250.0
Central Goldfields,2015,233.0
Gannawarra,2015,200.0
Greater Bendigo,2015,287.0
Loddon,2015,170.0
Macedon Ranges,2015,350.0
Mildura,2015,255.0
Mount Alexander,2015,310.0
Swan Hill,2015,225.0
Alpine,2015,240.0
Benalla,2015,238.0
Greater Shepparton,2015,260.0
Indigo,2015,260.0
Mansfield,2015,263.0
Mitchell,2015,290.0
Moira,2015,248.0
Murrindindi,2015,250.0
Strathbogie,2015,235.0
Towong,2015,213.0
Wangaratta,2015,260.0
Wodonga,2015,285.0
Bass Coast,2015,265.0
Baw Baw,2015,290.0
East Gippsland,2015,260.0
Latrobe,2015,240.0
South Gippsland,2015,248.0
Wellington,2015,265.0
Banyule,2015,360.0
Brimbank,2015,320.0
Darebin,2015,350.0
Hobsons Bay,2015,360.0
Hume,2015,325.0
Maribyrnong,2015,350.0
Melbourne,2015,461.0
Melton,2015,320.0
Merri-bek,2015,360.0
Moonee Valley,2015,370.0
Nillumbik,2015,370.0
Whittlesea,2015,330.0
Wyndham,2015,320.0
Yarra,2015,450.0
Boroondara,2015,420.0
Knox,2015,370.0
Manningham,2015,440.0
Maroondah,2015,360.0
Monash,2015,400.0
Whitehorse,2015,390.0
Yarra Ranges,2015,350.0
Bayside,2015,480.0
Cardinia,2015,320.0
Casey,2015,348.0
Frankston,2015,320.0
Glen Eira,2015,390.0
Greater Dandenong,2015,320.0
Kingston,2015,380.0
Mornington Penin'a,2015,350.0
Port Phillip,2015,410.0
Stonnington,2015,412.0
Victoria,2015,350.0
Metro,2015,375.0
Non-Metro,2015,275.0
Victoria,2015,350.0
Colac-Otway,2015,260.0
Corangamite,2015,230.0
Glenelg,2015,230.0
Greater Geelong,2015,300.0
Moyne,2015,280.0
Queenscliffe,2015,295.0
Southern Grampians,2015,220.0
Surf Coast,2015,390.0
Warrnambool,2015,290.0
Ararat,2015,233.0
Ballarat,2015,265.0
Golden Plains,2015,320.0
Hepburn,2015,290.0
Hindmarsh,2015,163.0
Horsham,2015,250.0
Moorabool,2015,295.0
Northern Grampians,2015,190.0
Pyrenees,2015,245.0
West Wimmera,2015,170.0
Yarriambiack,2015,160.0
Buloke,2015,175.0
Campaspe,2015,243.0
Central Goldfields,2015,240.0
Gannawarra,2015,190.0
Greater Bendigo,2015,280.0
Loddon,2015,180.0
Macedon Ranges,2015,360.0
Mildura,2015,250.0
Mount Alexander,2015,300.0
Swan Hill,2015,220.0
Alpine,2015,250.0
Benalla,2015,220.0
Greater Shepparton,2015,260.0
Indigo,2015,270.0
Mansfield,2015,290.0
Mitchell,2015,295.0
Moira,2015,230.0
Murrindindi,2015,270.0
Strathbogie,2015,238.0
Towong,2015,208.0
Wangaratta,2015,250.0
Wodonga,2015,290.0
Bass Coast,2015,260.0
Baw Baw,2015,283.0
East Gippsland,2015,270.0
Latrobe,2015,225.0
South Gippsland,2015,250.0
Wellington,2015,260.0
Banyule,2015,365.0
Brimbank,2015,320.0
Darebin,2015,350.0
Hobsons Bay,2015,350.0
Hume,2015,330.0
Maribyrnong,2015,350.0
Melbourne,2015,465.0
Melton,2015,330.0
Merri-bek,2015,360.0
Moonee Valley,2015,360.0
Nillumbik,2015,360.0
Whittlesea,2015,330.0
Wyndham,2015,325.0
Yarra,2015,443.0
Boroondara,2015,420.0
Knox,2015,370.0
Manningham,2015,440.0
Maroondah,2015,350.0
Monash,2015,400.0
Whitehorse,2015,390.0
Yarra Ranges,2015,360.0
Bayside,2015,485.0
Cardinia,2015,320.0
Casey,2015,350.0
Frankston,2015,320.0
Glen Eira,2015,395.0
Greater Dandenong,2015,310.0
Kingston,2015,375.0
Mornington Penin'a,2015,340.0
Port Phillip,2015,425.0
Stonnington,2015,420.0
Victoria,2015,350.0
Metro,2015,370.0
Non-Metro,2015,270.0
Victoria,2015,350.0
Colac-Otway,2015,260.0
Corangamite,2015,220.0
Glenelg,2015,220.0
Greater Geelong,2015,310.0
Moyne,2015,280.0
Queenscliffe,2015,340.0
Southern Grampians,2015,220.0
Surf Coast,2015,395.0
Warrnambool,2015,290.0
Ararat,2015,238.0
Ballarat,2015,270.0
Golden Plains,2015,330.0
Hepburn,2015,300.0
Hindmarsh,2015,165.0
Horsham,2015,250.0
Moorabool,2015,300.0
Northern Grampians,2015,200.0
Pyrenees,2015,225.0
Yarriambiack,2015,160.0
Buloke,2015,178.0
Campaspe,2015,260.0
Central Goldfields,2015,230.0
Gannawarra,2015,190.0
Greater Bendigo,2015,270.0
Loddon,2015,190.0
Macedon Ranges,2015,360.0
Mildura,2015,260.0
Mount Alexander,2015,290.0
Swan Hill,2015,240.0
Alpine,2015,260.0
Benalla,2015,230.0
Greater Shepparton,2015,250.0
Indigo,2015,250.0
Mansfield,2015,300.0
Mitchell,2015,305.0
Moira,2015,235.0
Murrindindi,2015,250.0
Strathbogie,2015,240.0
Towong,2015,200.0
Wangaratta,2015,250.0
Wodonga,2015,300.0
Bass Coast,2015,260.0
Baw Baw,2015,280.0
East Gippsland,2015,265.0
Latrobe,2015,230.0
South Gippsland,2015,260.0
Wellington,2015,265.0
Banyule,2015,370.0
Brimbank,2015,320.0
Darebin,2015,360.0
Hobsons Bay,2015,370.0
Hume,2015,330.0
Maribyrnong,2015,350.0
Melbourne,2015,470.0
Melton,2015,330.0
Merri-bek,2015,360.0
Moonee Valley,2015,370.0
Nillumbik,2015,375.0
Whittlesea,2015,340.0
Wyndham,2015,335.0
Yarra,2015,450.0
